CÓDIGO,BANCO,DESCRIÇÃO DAS ETAPAS,UNID.,QUANT.,UNITÁRIO C/ BDI e DESCONTO,DATA,CATEGORIA,TOTAL DA ETAPA,CORREÇÃO,CLASSIFICAÇÃO SINAPI
11762,SINAPI,"TORNEIRA METALICA CROMADA PARA JARDIM / TANQUE, COM BICO PLASTICO, CANO LONGO, DE PAREDE, PADRAO POPULAR / USO GERAL , 1/2 "" OU 3/4 "" (REF 1153 / 1130)",UNID,15.0,56.77,2025-08-01,MATERIAIS,851.55,NÃO,MATERIAL
6138,SINAPI,"ANEL DE VEDACAO, PVC FLEXIVEL, 100 MM, PARA SAIDA DE BACIA / VASO SANITARIO",UNID,10.0,12.72,2025-08-01,MATERIAIS,127.2,NÃO,MATERIAL
44945,SINAPI,"SIFAO / TUBO SINFONADO EXTENSIVEL/SANFONADO, UNIVERSAL/ SIMPLES, ENTRE *50 A 70* CM, DE PLASTICO BRANCO",UNID,30.0,12.43,2025-08-01,MATERIAIS,372.9,NÃO,MATERIAL
10228,SINAPI,"VALVULA DE DESCARGA METALICA, BASE 1 1/2"" E ACABAMENTO METALICO CROMADO",UNID,10.0,435.95,2025-08-01,MATERIAIS,4359.5,NÃO,MATERIAL
2305,ORSE,"Tubo de ligação em PVC para vaso sanitário, acabamento cromado, CIPLA ou similar",UNID,10.0,10.53,2025-08-01,MATERIAIS,105.3,NÃO,NÃO SINAPI
12613,SINAPI,"TUBO DE DESCARGA, TIPO BENGALA, PARA LIGACAO CAIXA DE DESCARGA - EMBUTIR, PVC, 40 MM X 150 CM",UNID,10.0,22.23,2025-08-01,MATERIAIS,222.3,NÃO,MATERIAL
3529,SINAPI,"JOELHO PVC, SOLDAVEL, 90 GRAUS, 25 MM, PARA AGUA FRIA PREDIAL",UNID,15.0,0.88,2025-08-01,MATERIAIS,13.2,NÃO,MATERIAL
3904,SINAPI,"LUVA PVC SOLDAVEL, 25 MM, PARA AGUA FRIA PREDIAL",UNID,10.0,0.99,2025-08-01,MATERIAIS,9.9,NÃO,MATERIAL
3874,SINAPI,"LUVA SOLDAVEL COM BUCHA DE LATAO, PVC, 25 MM X 1/2""",UNID,10.0,7.21,2025-08-01,MATERIAIS,72.1,NÃO,MATERIAL
4992,SINAPI,"PORTA DE ABRIR / GIRO, DE MADEIRA FOLHA MEDIA (NBR 15930) DE 800 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, NUCLEO SEMI-SOLIDO (SARRAFEADO), CAPA LISA EM HDF, ACABAMENTO EM LAMINADO NATURAL PARA VERNIZ",UNID,6.0,341.8,2025-08-01,MATERIAIS,2050.8,NÃO,MATERIAL
11447,SINAPI,"DOBRADICA EM LATAO, 3"" X 2 1/2 "", E= 1,9 A 2 MM, COM ANEL, CROMADO, TAMPA BOLA, COM PARAFUSOS",UNID,6.0,47.52,2025-08-01,MATERIAIS,285.12,NÃO,MATERIAL
3080,SINAPI,"FECHADURA ESPELHO PARA PORTA EXTERNA, EM ACO INOX (MAQUINA, TESTA E CONTRA-TESTA) E EM ZAMAC (MACANETA, LINGUETA E TRINCOS) COM ACABAMENTO CROMADO, MAQUINA DE 40 MM, INCLUINDO CHAVE TIPO CILINDRO",UNID,10.0,92.8,2025-08-01,MATERIAIS,928.0,NÃO,MATERIAL
4720,SINAPI,"PEDRA BRITADA N. 0, OU PEDRISCO (4,8 A 9,5 MM) POSTO PEDREIRA/FORNECEDOR, SEM FRETE",M³,3.0,103.53,2025-08-01,MATERIAIS,310.59,NÃO,MATERIAL
367,SINAPI,"AREIA GROSSA - POSTO JAZIDA/FORNECEDOR (RETIRADO NA JAZIDA, SEM TRANSPORTE)",M³,5.0,99.27,2025-08-01,MATERIAIS,496.35,NÃO,MATERIAL
1379,SINAPI,CIMENTO PORTLAND COMPOSTO CP II-32,UNID,3000.0,0.71,2025-08-01,MATERIAIS,2130.0,NÃO,MATERIAL
4823,SINAPI,MASSA PLASTICA PARA MARMORE/GRANITO,KG,4.0,40.49,2025-08-01,MATERIAIS,161.96,NÃO,MATERIAL
43132,SINAPI,"ARAME RECOZIDO 16 BWG, D = 1,65 MM (0,016 KG/M) OU 18 BWG, D = 1,25 MM (0,01 KG/M)",KG,10.0,24.39,2025-08-01,MATERIAIS,243.9,NÃO,MATERIAL
3148,SINAPI,FITA VEDA ROSCA EM ROLOS DE 18 MM X 50 M (L X C),UNID,10.0,11.04,2025-08-01,MATERIAIS,110.4,NÃO,MATERIAL
5068,SINAPI,PREGO DE ACO POLIDO COM CABECA 17 X 21 (2 X 11),KG,5.0,14.06,2025-08-01,MATERIAIS,70.3,NÃO,MATERIAL
20247,SINAPI,PREGO DE ACO POLIDO COM CABECA 15 X 15 (1 1/4 X 13),KG,5.0,15.58,2025-08-01,MATERIAIS,77.9,NÃO,MATERIAL
5061,SINAPI,PREGO DE ACO POLIDO COM CABECA 18 X 27 (2 1/2 X 10),KG,5.0,13.83,2025-08-01,MATERIAIS,69.15,NÃO,MATERIAL
34357,SINAPI,"REJUNTE CIMENTICIO, QUALQUER COR - BRANCO",KG,10.0,5.75,2025-08-01,MATERIAIS,57.5,NÃO,MATERIAL
10515,SINAPI,"REVESTIMENTO EM CERAMICA ESMALTADA, FORMATO MAIOR A 2025 CM2",M²,14.04,51.97,2025-08-01,MATERIAIS,729.66,NÃO,MATERIAL
44463,SINAPI,"BLOCO CERAMICO / TIJOLO VAZADO PARA ALVENARIA DE VEDACAO, 9 FUROS NA HORIZONTAL DE 14 X 19 X 39 CM (L X A X C)",UNID,500.0,2.12,2025-08-01,MATERIAIS,1060.0,NÃO,MATERIAL
44538,SINAPI,"ESCOVA CIRCULAR EM ACO LATONADO, 6 X 1"" (DIAMETRO X ESPESSURA), FURO DE 1 1/4 "", FIO ONDULADO *0,30* MM",UNID,3.0,66.67,2025-08-01,MATERIAIS,200.01,NÃO,MATERIAL
8.01.02,FDE,ALUGUEL CAÇAMBA 4M3,UNID,3.0,531.3,2025-08-01,MATERIAIS,1593.9,NÃO,NÃO SINAPI
88309,SINAPI,PEDREIRO COM ENCARGOS COMPLEMENTARES,H,180.0,41.67,2025-08-01,SERVIÇOS / EQUIPAMENTOS,7500.6,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88242,SINAPI,AJUDANTE DE PEDREIRO COM ENCARGOS COMPLEMENTARES,H,180.0,39.23,2025-08-01,SERVIÇOS / EQUIPAMENTOS,7061.4,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88310,SINAPI,PINTOR COM ENCARGOS COMPLEMENTARES,H,180.0,45.02,2025-08-01,SERVIÇOS / EQUIPAMENTOS,8103.6,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
93588,SINAPI,"TRANSPORTE COM CAMINHÃO BASCULANTE DE 10 M³, EM VIA URBANA EM LEITO NATURAL (UNIDADE: M3XKM). AF_07/2020",M3XKM,136.0,4.02,2025-08-01,SERVIÇOS / EQUIPAMENTOS,546.72,NÃO,"TRANSPORTE, CARGA E DESCARGA DE MATERIAIS"
92106,SINAPI,"CAMINHÃO PARA EQUIPAMENTO DE LIMPEZA A SUCÇÃO, COM CAMINHÃO TRUCADO DE PESO BRUTO TOTAL 23000 KG, CARGA ÚTIL MÁXIMA 15935 KG, DISTÂNCIA ENTRE EIXOS 4,80 M, POTÊNCIA 230 CV, INCLUSIVE LIMPADORA A SUCÇÃO, TANQUE 12000 L - CHP DIURNO. AF_05/2023",H,6.0,447.59,2025-08-01,SERVIÇOS / EQUIPAMENTOS,2685.54,NÃO,CUSTOS HORÁRIOS PRODUTIVO E IMPRODUTIVO DOS EQUIPAMENTOS
88267,SINAPI,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,6.0,46.91,2025-08-01,SERVIÇOS / EQUIPAMENTOS,281.46,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88248,SINAPI,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,6.0,38.53,2025-08-01,SERVIÇOS / EQUIPAMENTOS,231.18,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
102180,SINAPI,"INSTALAÇÃO DE VIDRO TEMPERADO, E = 8 MM, ENCAIXADO EM PERFIL U. AF_01/2021_PS",M²,1.8,592.22,2025-08-01,SERVIÇOS / EQUIPAMENTOS,1066.0,NÃO,VIDROS E ESPELHOS
102192,SINAPI,REMOÇÃO DE VIDRO TEMPERADO FIXADO EM PERFIL U. AF_01/2021,M²,1.8,24.84,2025-08-01,SERVIÇOS / EQUIPAMENTOS,44.71,NÃO,VIDROS E ESPELHOS
102161,SINAPI,"INSTALAÇÃO DE VIDRO LISO INCOLOR, E = 3 MM, EM ESQUADRIA DE ALUMÍNIO OU PVC, FIXADO COM BAGUETE. AF_01/2021_PS",M²,9.97,388.84,2025-08-01,SERVIÇOS / EQUIPAMENTOS,3876.73,NÃO,VIDROS E ESPELHOS
102191,SINAPI,REMOÇÃO DE VIDRO LISO COMUM DE ESQUADRIA COM BAGUETE DE ALUMÍNIO OU PVC. AF_01/2021,M²,9.97,34.79,2025-08-01,SERVIÇOS / EQUIPAMENTOS,346.86,NÃO,VIDROS E ESPELHOS
99814,SINAPI,LIMPEZA DE SUPERFÍCIE COM JATO DE ALTA PRESSÃO. AF_04/2019,M²,85.0,3.29,2025-08-01,SERVIÇOS / EQUIPAMENTOS,279.65,NÃO,LIMPEZA DE OBRA
98554,SINAPI,"IMPERMEABILIZAÇÃO DE SUPERFÍCIE COM MEMBRANA À BASE DE RESINA ACRÍLICA, 3 DEMÃOS. AF_09/2023",M²,85.0,61.3,2025-08-01,SERVIÇOS / EQUIPAMENTOS,5210.5,NÃO,"IMPERMEABILIZAÇÃO, PROTEÇÃO MECÂNICA E TRATAMENTO DE JUNTA"
88489,SINAPI,"PINTURA LÁTEX ACRÍLICA PREMIUM, APLICAÇÃO MANUAL EM PAREDES, DUAS DEMÃOS. AF_04/2023",M²,85.0,18.32,2025-08-01,SERVIÇOS / EQUIPAMENTOS,1557.2,NÃO,PINTURA INTERNA
95305,SINAPI,"TEXTURA ACRÍLICA, APLICAÇÃO MANUAL EM PAREDE, UMA DEMÃO. AF_04/2023",M²,85.0,19.22,2025-08-01,SERVIÇOS / EQUIPAMENTOS,1633.7,NÃO,PINTURA INTERNA
88489,SINAPI,"PINTURA LÁTEX ACRÍLICA PREMIUM, APLICAÇÃO MANUAL EM PAREDES, DUAS DEMÃOS. AF_04/2023",M²,16.98,18.32,2025-08-01,SERVIÇOS / EQUIPAMENTOS,311.07,NÃO,PINTURA INTERNA
88489,SINAPI,"PINTURA LÁTEX ACRÍLICA PREMIUM, APLICAÇÃO MANUAL EM PAREDES, DUAS DEMÃOS. AF_04/2023",M²,12.8,18.32,2025-08-01,SERVIÇOS / EQUIPAMENTOS,234.5,NÃO,PINTURA INTERNA
88489,SINAPI,"PINTURA LÁTEX ACRÍLICA PREMIUM, APLICAÇÃO MANUAL EM PAREDES, DUAS DEMÃOS. AF_04/2023",M²,114.53,18.32,2025-08-01,SERVIÇOS / EQUIPAMENTOS,2098.19,NÃO,PINTURA INTERNA
88488,SINAPI,"APLICAÇÃO MANUAL DE PINTURA COM TINTA LÁTEX ACRÍLICA EM TETO, DUAS DEMÃOS. AF_06/2014",M²,7.56,21.97,2025-08-01,SERVIÇOS / EQUIPAMENTOS,166.09,NÃO,PINTURA INTERNA
96135,SINAPI,"APLICAÇÃO MANUAL DE MASSA ACRÍLICA EM PAREDES EXTERNAS DE CASAS, DUAS DEMÃOS. AF_05/2017",M²,21.0,44.17,2025-08-01,SERVIÇOS / EQUIPAMENTOS,927.57,NÃO,PINTURA EXTERNA
88489,SINAPI,"PINTURA LÁTEX ACRÍLICA PREMIUM, APLICAÇÃO MANUAL EM PAREDES, DUAS DEMÃOS. AF_04/2023",M²,44.39,18.32,2025-08-01,SERVIÇOS / EQUIPAMENTOS,813.22,NÃO,PINTURA INTERNA
88488,SINAPI,"APLICAÇÃO MANUAL DE PINTURA COM TINTA LÁTEX ACRÍLICA EM TETO, DUAS DEMÃOS. AF_06/2014",M²,7.56,21.97,2025-08-01,SERVIÇOS / EQUIPAMENTOS,166.09,NÃO,PINTURA INTERNA
88489,SINAPI,"PINTURA LÁTEX ACRÍLICA PREMIUM, APLICAÇÃO MANUAL EM PAREDES, DUAS DEMÃOS. AF_04/2023",M²,49.81999999999999,18.32,2025-08-01,SERVIÇOS / EQUIPAMENTOS,912.7,NÃO,PINTURA INTERNA
88488,SINAPI,"APLICAÇÃO MANUAL DE PINTURA COM TINTA LÁTEX ACRÍLICA EM TETO, DUAS DEMÃOS. AF_06/2014",M²,20.88,21.97,2025-08-01,SERVIÇOS / EQUIPAMENTOS,458.73,NÃO,PINTURA INTERNA
95305,SINAPI,"TEXTURA ACRÍLICA, APLICAÇÃO MANUAL EM PAREDE, UMA DEMÃO. AF_04/2023",M²,4.0,19.22,2025-08-01,SERVIÇOS / EQUIPAMENTOS,76.88,NÃO,PINTURA INTERNA
88489,SINAPI,"PINTURA LÁTEX ACRÍLICA PREMIUM, APLICAÇÃO MANUAL EM PAREDES, DUAS DEMÃOS. AF_04/2023",M²,248.08,18.32,2025-08-01,SERVIÇOS / EQUIPAMENTOS,4544.83,NÃO,PINTURA INTERNA
88488,SINAPI,"APLICAÇÃO MANUAL DE PINTURA COM TINTA LÁTEX ACRÍLICA EM TETO, DUAS DEMÃOS. AF_06/2014",M²,71.8,21.97,2025-08-01,SERVIÇOS / EQUIPAMENTOS,1577.45,NÃO,PINTURA INTERNA
96135,SINAPI,"APLICAÇÃO MANUAL DE MASSA ACRÍLICA EM PAREDES EXTERNAS DE CASAS, DUAS DEMÃOS. AF_05/2017",M²,26.0,44.17,2025-08-01,SERVIÇOS / EQUIPAMENTOS,1148.42,NÃO,PINTURA EXTERNA
90776,SINAPI,ENCARREGADO GERAL COM ENCARGOS COMPLEMENTARES,H,18.0,60.62,2025-08-01,EQUIPE,1091.16,SIM,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88267,SINAPI,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,18.0,46.91,2025-08-01,EQUIPE,844.38,SIM,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88241,SINAPI,AJUDANTE DE OPERAÇÃO EM GERAL COM ENCARGOS COMPLEMENTARES,H,149.0,36.27,2025-08-01,EQUIPE,5404.23,SIM,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
90776,SINAPI,ENCARREGADO GERAL COM ENCARGOS COMPLEMENTARES,H,180.0,60.62,2025-09-01,EQUIPE,10911.6,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88267,SINAPI,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,180.0,46.91,2025-09-01,EQUIPE,8443.8,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88267,SINAPI,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,180.0,46.91,2025-09-01,EQUIPE,8443.8,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88248,SINAPI,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,180.0,38.53,2025-09-01,EQUIPE,6935.4,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88248,SINAPI,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,180.0,38.53,2025-09-01,EQUIPE,6935.4,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88309,SINAPI,PEDREIRO COM ENCARGOS COMPLEMENTARES,H,180.0,41.67,2025-09-01,EQUIPE,7500.6,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88309,SINAPI,PEDREIRO COM ENCARGOS COMPLEMENTARES,H,180.0,41.67,2025-09-01,EQUIPE,7500.6,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88242,SINAPI,AJUDANTE DE PEDREIRO COM ENCARGOS COMPLEMENTARES,H,180.0,39.23,2025-09-01,EQUIPE,7061.4,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88242,SINAPI,AJUDANTE DE PEDREIRO COM ENCARGOS COMPLEMENTARES,H,180.0,39.23,2025-09-01,EQUIPE,7061.4,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88242,SINAPI,AJUDANTE DE PEDREIRO COM ENCARGOS COMPLEMENTARES,H,180.0,39.23,2025-09-01,EQUIPE,7061.4,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88241,SINAPI,AJUDANTE DE OPERAÇÃO EM GERAL COM ENCARGOS COMPLEMENTARES,H,180.0,36.27,2025-09-01,EQUIPE,6528.6,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88241,SINAPI,AJUDANTE DE OPERAÇÃO EM GERAL COM ENCARGOS COMPLEMENTARES,H,180.0,36.27,2025-09-01,EQUIPE,6528.6,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
7353,SINAPI,RESINA ACRILICA PREMIUM BASE AGUA - COR BRANCA,L,7.2,41.23,2025-09-01,MATERIAIS,296.86,NÃO,MATERIAL
43651,SINAPI,MASSA ACRILICA PARA SUPERFICIES INTERNAS E EXTERNAS,KG,92.0,7.98,2025-09-01,MATERIAIS,734.16,NÃO,MATERIAL
3315,SINAPI,GESSO EM PO PARA REVESTIMENTOS/MOLDURAS/SANCAS E USO GERAL,KG,10.0,0.92,2025-09-01,MATERIAIS,9.2,NÃO,MATERIAL
7348,SINAPI,TINTA ACRILICA PREMIUM PARA PISO CONCRETO,L,36.0,24.95,2025-09-01,MATERIAIS,898.2,NÃO,MATERIAL
44396,SINAPI,COLA BRANCA BASE PVA,KG,3.0,54.77,2025-09-01,MATERIAIS,164.31,NÃO,MATERIAL
35692,SINAPI,"TINTA LATEX ACRILICA STANDARD, COR BRANCO NEVE",L,72.0,24.35,2025-09-01,MATERIAIS,1753.2,NÃO,MATERIAL
35692,SINAPI,"TINTA LATEX ACRILICA STANDARD, COR AREIA REAL",L,36.0,24.35,2025-09-01,MATERIAIS,876.6,NÃO,MATERIAL
3826,SINAPI,"LUVA DE CORRER PVC PBA, JE, DN 100 / DE 110 MM, PARA REDE DE AGUA",UNID,5.0,64.89,2025-09-01,MATERIAIS,324.45,NÃO,MATERIAL
3827,SINAPI,"LUVA DE CORRER PVC PBA, JE, DN 75 / DE 85 MM, PARA REDE DE AGUA",UNID,10.0,40.78,2025-09-01,MATERIAIS,407.8,NÃO,MATERIAL
3865,SINAPI,"LUVA PVC SOLDAVEL, 75 MM, PARA AGUA FRIA PREDIAL",UNID,5.0,23.53,2025-09-01,MATERIAIS,117.65,NÃO,MATERIAL
3866,SINAPI,"LUVA PVC SOLDAVEL, 85 MM, PARA AGUA FRIA PREDIAL",UNID,5.0,52.84,2025-09-01,MATERIAIS,264.2,NÃO,MATERIAL
329,SINAPI,"ANEL BORRACHA, PARA TUBO/CONEXAO PVC PBA, DN 75 MM, PARA REDE AGUA",UNID,20.0,6.59,2025-09-01,MATERIAIS,131.8,NÃO,MATERIAL
1379,SINAPI,CIMENTO PORTLAND COMPOSTO CP II-32,KG,2500.0,0.71,2025-09-01,MATERIAIS,1775.0,NÃO,MATERIAL
10515,SINAPI,"REVESTIMENTO EM CERAMICA ESMALTADA, FORMATO MAIOR A 2025 CM2",M²,9.36,51.97,2025-09-01,MATERIAIS,486.44,NÃO,MATERIAL
7213,SINAPI,"TELHA DE FIBROCIMENTO ONDULADA E = 4 MM, DE 2,44 X 0,50 M (SEM AMIANTO)",UNID,30.0,19.52,2025-09-01,MATERIAIS,585.6,NÃO,MATERIAL
11830,SINAPI,"TORNEIRA DE BOIA CONVENCIONAL PARA CAIXA D'AGUA, AGUA FRIA, 3/4"", COM HASTE E TORNEIRA METALICOS E BALAO PLASTICO",UNID,10.0,54.53,2025-09-01,MATERIAIS,545.3,NÃO,MATERIAL
96,SINAPI,"ADAPTADOR PVC SOLDAVEL, COM FLANGE E ANEL DE VEDACAO, 25 MM X 3/4"", PARA CAIXA D'AGUA",UNID,5.0,14.84,2025-09-01,MATERIAIS,74.2,NÃO,MATERIAL
97,SINAPI,"ADAPTADOR PVC SOLDAVEL, COM FLANGE E ANEL DE VEDACAO, 32 MM X 1"", PARA CAIXA D'AGUA",UNID,5.0,22.33,2025-09-01,MATERIAIS,111.65,NÃO,MATERIAL
99,SINAPI,"ADAPTADOR PVC SOLDAVEL, COM FLANGE E ANEL DE VEDACAO, 50 MM X 1 1/2"", PARA CAIXA D'AGUA",UNID,5.0,31.59,2025-09-01,MATERIAIS,157.95,NÃO,MATERIAL
11950,SINAPI,"BUCHA DE NYLON SEM ABA S6, COM PARAFUSO DE 4,20 X 40 MM EM ACO ZINCADO COM ROSCA SOBERBA, CABECA CHATA E FENDA PHILLIPS",UNID,300.0,0.14,2025-09-01,MATERIAIS,42.0,NÃO,MATERIAL
7583,SINAPI,"BUCHA DE NYLON SEM ABA S8, COM PARAFUSO DE 4,80 X 50 MM EM ACO ZINCADO COM ROSCA SOBERBA, CABECA CHATA E FENDA PHILLIPS",UNID,300.0,0.29,2025-09-01,MATERIAIS,87.0,NÃO,MATERIAL
7568,SINAPI,"BUCHA DE NYLON SEM ABA S10, COM PARAFUSO DE 6,10 X 65 MM EM ACO ZINCADO COM ROSCA SOBERBA, CABECA CHATA E FENDA PHILLIPS",UNID,300.0,0.42,2025-09-01,MATERIAIS,126.0,NÃO,MATERIAL
11871,SINAPI,"CAIXA D'AGUA / RESERVATORIO EM POLIESTER REFORCADO COM FIBRA DE VIDRO, 500 LITROS, COM TAMPA",UNID,3.0,528.04,2025-09-01,MATERIAIS,1584.12,NÃO,MATERIAL
1969,SINAPI,"CURVA PVC LONGA 90 GRAUS, DN 75 MM, PARA ESGOTO PREDIAL",UNID,2.0,55.39,2025-09-01,MATERIAIS,110.78,NÃO,MATERIAL
11684,SINAPI,"ENGATE / RABICHO FLEXIVEL INOX 1/2 "" X 40 CM",UNID,20.0,54.6,2025-09-01,MATERIAIS,1092.0,NÃO,MATERIAL
3534,SINAPI,"JOELHO PVC, ROSCAVEL, 45 GRAUS, 3/4"", PARA AGUA FRIA PREDIAL",UNID,20.0,9.15,2025-09-01,MATERIAIS,183.0,NÃO,MATERIAL
3529,SINAPI,"JOELHO PVC, SOLDAVEL, 90 GRAUS, 25 MM, PARA AGUA FRIA PREDIAL",UNID,20.0,0.88,2025-09-01,MATERIAIS,17.6,NÃO,MATERIAL
3540,SINAPI,"JOELHO PVC, SOLDAVEL, 90 GRAUS, 50 MM, COR MARROM, PARA AGUA FRIA PREDIAL",UNID,10.0,6.02,2025-09-01,MATERIAIS,60.2,NÃO,MATERIAL
38194,SINAPI,"LAMPADA LED 10 W BIVOLT BRANCA, FORMATO TRADICIONAL (BASE E27)",UNID,15.0,4.95,2025-09-01,MATERIAIS,74.25,NÃO,MATERIAL
3874,SINAPI,"LUVA SOLDAVEL COM BUCHA DE LATAO, PVC, 25 MM X 1/2""",UNID,10.0,7.21,2025-09-01,MATERIAIS,72.1,NÃO,MATERIAL
11674,SINAPI,"REGISTRO DE ESFERA, PVC, COM VOLANTE, VS, SOLDAVEL, DN 25 MM, COM CORPO DIVIDIDO",UNID,10.0,30.56,2025-09-01,MATERIAIS,305.6,NÃO,MATERIAL
6.95.47,FDE,REPARO P/VALVULA DESCARGA HIDRA LISA II,UNID,15.0,112.98,2025-09-01,MATERIAIS,1694.7,NÃO,NÃO SINAPI
6028,SINAPI,"REGISTRO GAVETA BRUTO EM LATAO FORJADO, BITOLA 2""",UNID,2.0,110.65,2025-09-01,MATERIAIS,221.3,NÃO,MATERIAL
7097,SINAPI,"TE SANITARIO, PVC, DN 50 X 50 MM, SERIE NORMAL, PARA ESGOTO PREDIAL",UNID,5.0,9.35,2025-09-01,MATERIAIS,46.75,NÃO,MATERIAL
11762,SINAPI,"TORNEIRA METALICA CROMADA PARA JARDIM / TANQUE, COM BICO PLASTICO, CANO LONGO, DE PAREDE, PADRAO POPULAR / USO GERAL , 1/2 "" OU 3/4 "" (REF 1153 / 1130)",UNID,10.0,56.77,2025-09-01,MATERIAIS,567.7,NÃO,MATERIAL
36791,SINAPI,"TORNEIRA METALICA CROMADA DE MESA PARA LAVATORIO, BICA ALTA, COM AREJADOR (REF 1195)",UNID,10.0,135.09,2025-09-01,MATERIAIS,1350.9,NÃO,MATERIAL
9906,SINAPI,"UNIAO PVC, SOLDAVEL, 25 MM, PARA AGUA FRIA PREDIAL",UNID,5.0,9.63,2025-09-01,MATERIAIS,48.15,NÃO,MATERIAL
9895,SINAPI,"UNIAO PVC, SOLDAVEL, 32 MM, PARA AGUA FRIA PREDIAL",UNID,5.0,16.21,2025-09-01,MATERIAIS,81.05,NÃO,MATERIAL
9897,SINAPI,"UNIAO PVC, SOLDAVEL, 50 MM, PARA AGUA FRIA PREDIAL",UNID,5.0,33.29,2025-09-01,MATERIAIS,166.45,NÃO,MATERIAL
21112,SINAPI,VALVULA DE DESCARGA EM METAL CROMADO PARA MICTORIO COM ACIONAMENTO POR PRESSAO E FECHAMENTO AUTOMATICO,UNID,10.0,375.27,2025-09-01,MATERIAIS,3752.7,NÃO,MATERIAL
20078,SINAPI,"PASTA LUBRIFICANTE PARA TUBOS E CONEXOES COM JUNTA ELASTICA, EMBALAGEM DE *400* GR (USO EM PVC, ACO, POLIETILENO E OUTROS)",UNID,5.0,28.48,2025-09-01,MATERIAIS,142.4,NÃO,MATERIAL
88309,SINAPI,PEDREIRO COM ENCARGOS COMPLEMENTARES,H,180.0,41.67,2025-09-01,SERVIÇOS / EQUIPAMENTOS,7500.6,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88242,SINAPI,AJUDANTE DE PEDREIRO COM ENCARGOS COMPLEMENTARES,H,180.0,39.23,2025-09-01,SERVIÇOS / EQUIPAMENTOS,7061.4,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88310,SINAPI,PINTOR COM ENCARGOS COMPLEMENTARES,H,180.0,45.02,2025-09-01,SERVIÇOS / EQUIPAMENTOS,8103.6,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
92106,SINAPI,"CAMINHÃO PARA EQUIPAMENTO DE LIMPEZA A SUCÇÃO, COM CAMINHÃO TRUCADO DE PESO BRUTO TOTAL 23000 KG, CARGA ÚTIL MÁXIMA 15935 KG, DISTÂNCIA ENTRE EIXOS 4,80 M, POTÊNCIA 230 CV, INCLUSIVE LIMPADORA A SUCÇÃO, TANQUE 12000 L - CHP DIURNO. AF_05/2023",H,8.0,447.59,2025-09-01,SERVIÇOS / EQUIPAMENTOS,3580.72,NÃO,CUSTOS HORÁRIOS PRODUTIVO E IMPRODUTIVO DOS EQUIPAMENTOS
102805,SINAPI,"PINTURA DE PISO COM TINTA EPÓXI, APLICAÇÃO MECÂNICA, 2 DEMÃOS. AF_05/2021",M²,22.8,90.62,2025-09-01,SERVIÇOS / EQUIPAMENTOS,2066.14,NÃO,PINTURA PARA PISOS E PARA SINALIZAÇÃO HORIZONTAL E VERTICAL
